dict_values([0.79694212038510304]),dict_values([nan]),dict_values([0.62800730048116815]),4,1,['SR-ARE']
dict_values([0.78235813578828928]),dict_values([nan]),dict_values([0.61210179193628678]),4,1,['SR-ARE']

dict_values([0.92798922666367334]),dict_values([0.77773388116308473]),dict_values([0.80574566962399663]),4,1,['NR-AR']
dict_values([0.9095868929307831]),dict_values([0.74324431099873589]),dict_values([0.78901563160118293]),4,1,['NR-AR']
dict_values([0.91855036354330766]),dict_values([0.76524968394437431]),dict_values([0.83607942543303759]),4,1,['NR-AR']
dict_values([0.95510185548974391]),dict_values([0.74971098265895963]),dict_values([0.73919308357348701]),4,1,['NR-AR-LBD']
dict_values([0.96135801759861228]),dict_values([0.76080924855491339]),dict_values([0.73775216138328537]),4,1,['NR-AR-LBD']
dict_values([0.95192280962512132]),dict_values([0.79427745664739891]),dict_values([0.74397432538642916]),4,1,['NR-AR-LBD']
dict_values([0.93786490046458082]),dict_values([0.82188419134231938]),dict_values([0.83275485057790433]),4,1,['NR-AhR']
dict_values([0.93451262989507122]),dict_values([0.82271423158122658]),dict_values([0.82855506577348925]),4,1,['NR-AhR']
dict_values([0.9403503710716673]),dict_values([0.81845576426857214]),dict_values([0.8397834160563673]),4,1,['NR-AhR']
dict_values([0.93100926938799011]),dict_values([0.74453580715440304]),dict_values([0.65992340992340992]),4,1,['NR-Aromatase']
dict_values([0.94715297368875584]),dict_values([0.72355752336777002]),dict_values([0.6349900099900101]),4,1,['NR-Aromatase']
dict_values([0.94127564434720856]),dict_values([0.75616698292220108]),dict_values([0.64647852147852147]),4,1,['NR-Aromatase']
dict_values([0.82068103334868114]),dict_values([0.6694544006371963]),dict_values([0.68422275399019594]),4,1,['NR-ER']
dict_values([0.82902182135104907]),dict_values([0.64486260454002386]),dict_values([0.63630555491020613]),4,1,['NR-ER']
dict_values([0.835176856541472]),dict_values([0.65368379131819987]),dict_values([0.64628975675487299]),4,1,['NR-ER']
dict_values([0.92383258745409791]),dict_values([0.7381149970361589]),dict_values([0.61957598573409944]),4,1,['NR-ER-LBD']
dict_values([0.92208583333818295]),dict_values([0.72199170124481338]),dict_values([0.66628690311075889]),4,1,['NR-ER-LBD']
dict_values([0.92426425657469746]),dict_values([0.73392610156095639]),dict_values([0.61620764810778672]),4,1,['NR-ER-LBD']
dict_values([0.94813507810123498]),dict_values([0.7775263951734539]),dict_values([0.67142857142857137]),4,1,['NR-PPAR-gamma']
dict_values([0.94406871217195232]),dict_values([0.78610482654600311]),dict_values([0.7384615384615385]),4,1,['NR-PPAR-gamma']
dict_values([0.93127350505465245]),dict_values([0.74849170437405732]),dict_values([0.65604395604395616]),4,1,['NR-PPAR-gamma']
dict_values([0.86385568361553444]),dict_values([0.71231845077998934]),dict_values([0.60001532655133438]),4,1,['SR-ARE']
dict_values([0.85861443163844653]),dict_values([0.71436256051640667]),dict_values([0.63060137555798224]),4,1,['SR-ARE']
dict_values([0.85175149502498537]),dict_values([0.73202438587053975]),dict_values([0.62265072705327895]),4,1,['SR-ARE']
dict_values([0.93669697920201844]),dict_values([0.6682461000145794]),dict_values([0.75368997048023612]),4,1,['SR-ATAD5']
dict_values([0.93464079174251236]),dict_values([0.67116197696457203]),dict_values([0.70314637482900122]),4,1,['SR-ATAD5']
dict_values([0.92952014150991913]),dict_values([0.71380667735821546]),dict_values([0.72906616747066022]),4,1,['SR-ATAD5']
dict_values([0.90434506815793181]),dict_values([0.72959401709401706]),dict_values([0.62799164239584648]),4,1,['SR-HSE']
dict_values([0.88471877990242986]),dict_values([0.67945156695156694]),dict_values([0.64081296694947443]),4,1,['SR-HSE']
dict_values([0.88572598524421298]),dict_values([0.72079772079772086]),dict_values([0.70498290490059523]),4,1,['SR-HSE']
dict_values([0.9307337855550869]),dict_values([0.79827850994678373]),dict_values([0.80266428074361262]),4,1,['SR-MMP']
dict_values([0.93429434496535602]),dict_values([0.79111753991213973]),dict_values([0.78820956357490801]),4,1,['SR-MMP']
dict_values([0.93801103240060568]),dict_values([0.80206435944140864]),dict_values([0.79065513470523907]),4,1,['SR-MMP']
dict_values([0.91812136942440992]),dict_values([0.72833736734313925]),dict_values([0.70335349092908184]),4,1,['SR-p53']
dict_values([0.91439388173434288]),dict_values([0.73524483336436419]),dict_values([0.70830126443100594]),4,1,['SR-p53']
dict_values([0.90719110356597832]),dict_values([0.7069447030348166]),dict_values([0.69459409932197169]),4,1,['SR-p53']


0.76519731,  0.75158844,  0.8305661 ,  0.6862963 ,  0.67057933, 0.68005533,  0.71315372,  0.63478641,  0.72829861,  0.71174516, 0.8123968,   0.70662735
0.73056255,  0.81751725,  0.80143896,  0.7137037 ,  0.68623982, 0.68890733,  0.73956683,  0.64736893,  0.76336051,  0.73021302, 0.79584794,  0.73140113
0.80570949,  0.78417709,  0.80624605,  0.69164983,  0.67830604, 0.61637621,  0.7457739 ,  0.69092233,  0.7988753 ,  0.75714937, 0.81009629,  0.74167408
